_Id,_Iteration,_Segment,Sample Number,Hall Voltage [Volts],Type,Mobility [cm²/(V·s)],Carrier Concentration [1/cm³],Hall Coefficient [cm³/C],V.Over,I.Over,Compliance
57,0,0,57,-0.0034403925,N,218.369534055413,4.53325035498943E+18,1.3768286858744,False,False,False
58,0,0,58,-0.00344152,N,218.440891423765,4.53176949298918E+18,1.37727859694886,False,False,False
59,0,0,59,-0.0034431425,N,218.543946151182,4.52963253024991E+18,1.37792836114576,False,False,False
60,0,0,60,-0.003441615,N,218.446970458537,4.53164338098924E+18,1.37731692550734,False,False,False
61,0,0,61,-0.0034419975,N,218.471745851031,4.53112947818239E+18,1.37747313535244,False,False,False
62,0,0,62,-0.003441525,N,218.441361768272,4.53175973525434E+18,1.37728156248987,False,False,False
63,0,0,63,-0.003441185,N,218.420409465664,4.53219445104646E+18,1.37714945738011,False,False,False
64,0,0,64,-0.003440735,N,218.391213222225,4.53280035020584E+18,1.37696537389218,False,False,False
65,0,0,65,-0.0034402425,N,218.359609051926,4.5334564028285E+18,1.37676610832865,False,False,False
66,0,0,66,-0.00344032,N,218.364730229614,4.53335008238124E+18,1.37679839755973,False,False,False
67,0,0,67,-0.00344423,N,218.612370728487,4.52821477795073E+18,1.37835978085483,False,False,False
68,0,0,68,-0.0034419875,N,218.47052096808,4.53115488254002E+18,1.37746541241622,False,False,False
69,0,0,69,-0.0034413425,N,218.430187837636,4.5319915602115E+18,1.37721111040827,False,False,False
70,0,0,70,-0.0034418175,N,218.459113246476,4.53139149502405E+18,1.37739348627317,False,False,False
71,0,0,71,-0.003441765,N,218.456076023839,4.53145449553692E+18,1.37737433646241,False,False,False
72,0,0,72,-0.0034411025,N,218.414653999985,4.53231387934093E+18,1.37711316893776,False,False,False
73,0,0,73,-0.0034410675,N,218.412033673239,4.53236825429033E+18,1.37709664767235,False,False,False
74,0,0,74,-0.003440725,N,218.390600349377,4.53281307067209E+18,1.37696150970424,False,False,False
75,0,0,75,-0.003442105,N,218.477727579918,4.53100541982463E+18,1.37751085039341,False,False,False
76,0,0,76,-0.00344153,N,218.441509754803,4.53175666514461E+18,1.3772824955509,False,False,False
77,0,0,77,-0.003441575,N,218.444049106041,4.5317039847354E+18,1.37729850626248,False,False,False
78,0,0,78,-0.003442015,N,218.472485032464,4.53111414752519E+18,1.37747779592107,False,False,False
79,0,0,79,-0.00344141,N,218.433608987782,4.53192057926832E+18,1.37723268089739,False,False,False
80,0,0,80,-0.00344109,N,218.413663928075,4.53233442437725E+18,1.37710692649459,False,False,False
81,0,0,81,-0.003441235,N,218.422512292171,4.53215081809616E+18,1.37716271578572,False,False,False
82,0,0,82,-0.0034412,N,218.420487441589,4.53219283305696E+18,1.37714994902145,False,False,False
83,0,0,83,-0.0034412425,N,218.423305200795,4.53213436572416E+18,1.37716771510645,False,False,False
84,0,0,84,-0.003441775,N,218.456841882644,4.53143860931291E+18,1.37737916523295,False,False,False
85,0,0,85,-0.00344191,N,218.466377805824,4.53124081480143E+18,1.37743928961173,False,False,False
86,0,0,86,-0.003441105,N,218.413812949546,4.53233133201267E+18,1.37710786608095,False,False,False
87,0,0,87,-0.0034421025,N,218.478016997108,4.53099941761501E+18,1.37751267518042,False,False,False
88,0,0,88,-0.003441195,N,218.419967943853,4.53220361258384E+18,1.37714667356735,False,False,False
89,0,0,89,-0.00344095,N,218.405116508492,4.53251180009371E+18,1.37705303467069,False,False,False
90,0,0,90,-0.0034405525,N,218.379558527502,4.53304226114604E+18,1.37689189057368,False,False,False
91,0,0,91,-0.00344224,N,218.487012209703,4.53081287424743E+18,1.37756939035724,False,False,False
92,0,0,92,-0.0034411225,N,218.415677608144,4.5322926385879E+18,1.37711962282833,False,False,False
93,0,0,93,-0.00344213,N,218.479784342832,4.53096276505939E+18,1.37752381836622,False,False,False
94,0,0,94,-0.003441295,N,218.426337009852,4.5320714586306E+18,1.37718683078437,False,False,False
95,0,0,95,-0.003441695,N,218.452195763838,4.53153498555701E+18,1.3773498712672,False,False,False
96,0,0,96,-0.003441445,N,218.435907001896,4.53187290204531E+18,1.37724716996871,False,False,False
97,0,0,97,-0.003441175,N,218.418802300633,4.53222779975252E+18,1.37713932414002,False,False,False
98,0,0,98,-0.0034406275,N,218.383674399269,4.53295682700946E+18,1.37691784131055,False,False,False
99,0,0,99,-0.00344239,N,218.496494804444,4.53061624014412E+18,1.37762917849807,False,False,False
